Issuance Date,Quantity Issued,Serial Number,Vintage1,Project Type,Product Type
2019-02-11T00:00:00Z,101056,GS1-1-IN-GS5799-12-2017-7340-1-101056,2017,Wind,VER
2019-02-11T00:00:00Z,17066,GS1-1-IN-GS5799-12-2018-7339-1-17066,2018,Wind,VER
2019-02-08T00:00:00Z,8272,GS1-1-IN-GS2520-4-2017-7338-1-8272,2017,Biogas - Heat,VER
2019-02-08T00:00:00Z,12842,GS1-1-IN-GS2520-4-2018-7337-1-12842,2018,Biogas - Heat,VER
2019-02-06T00:00:00Z,7278,GS1-1-UG-GS2990-22-2017-7329-1-7278,2017,A/R,PER
2019-02-06T00:00:00Z,20694,GS1-1-UG-GS2990-22-2018-7328-1-20694,2018,A/R,PER
2019-02-06T00:00:00Z,61750,GS1-1-UG-GS2990-22-2019-7327-1-61750,2019,A/R,PER
2019-02-06T00:00:00Z,82040,GS1-1-UG-GS2990-22-2020-7326-1-82040,2020,A/R,PER
2019-02-06T00:00:00Z,92393,GS1-1-UG-GS2990-22-2021-7325-1-92393,2021,A/R,PER
2019-02-06T00:00:00Z,500,GS1-1-IN-GS6586-2-2016-7319-1-500,2016,Solar Thermal - Electricity,VER
2019-01-30T00:00:00Z,30523,GS1-1-TR-GS4264-12-2014-7316-1-30523,2014,Wind,VER
2019-01-30T00:00:00Z,95361,GS1-1-TR-GS4264-12-2015-7315-1-95361,2015,Wind,VER
2019-01-30T00:00:00Z,94431,GS1-1-TR-GS4264-12-2016-7314-1-94431,2016,Wind,VER
2019-01-30T00:00:00Z,25709,GS1-1-TR-GS4264-12-2017-7313-1-25709,2017,Wind,VER
2019-01-21T00:00:00Z,133224,GS1-1-GH-GS2094-16-2017-7310-1-133224,2017,Energy Efficiency - Domestic,VER
2019-01-21T00:00:00Z,82984,GS1-1-GH-GS2094-16-2018-7309-1-82984,2018,Energy Efficiency - Domestic,VER
2019-01-18T00:00:00Z,4456,GS1-1-AU-GS3039-22-2018-7308-1-4456,2018,A/R,VER
2019-01-17T00:00:00Z,4545,GS1-1-MM-GS6129-16-2017-7307-1-4545,2017,Energy Efficiency - Domestic,VER
2019-01-17T00:00:00Z,4545,GS1-1-MM-GS6129-16-2018-7306-1-4545,2018,Energy Efficiency - Domestic,VER
2019-01-16T00:00:00Z,537,GS1-1-GH-GS1294-16-2017-7305-1-537,2017,Energy Efficiency - Domestic,VER
2019-01-15T00:00:00Z,8000,GS1-1-TH-GS7303-5-2016-7304-1-8000,2016,Biogas - Electricity,VER
2019-01-14T00:00:00Z,30860,GS1-1-NP-GS6212-16-2017-7302-1-30860,2017,Energy Efficiency - Domestic,VER
2019-01-14T00:00:00Z,11087,GS1-1-NP-GS6212-16-2018-7301-1-11087,2018,Energy Efficiency - Domestic,VER
2018-12-26T00:00:00Z,4872,GS1-1-PE-GS5107-16-2016-7299-1-4872,2016,Energy Efficiency - Domestic,VER
2018-12-26T00:00:00Z,75660,GS1-1-PE-GS5107-16-2017-7298-1-75660,2017,Energy Efficiency - Domestic,VER
2019-01-09T00:00:00Z,2988,GS1-1-BR-GS2290-8-2012-7286-1-2988,2012,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,2731,GS1-1-BR-GS2290-8-2013-7285-1-2731,2013,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,2468,GS1-1-BR-GS2290-8-2014-7284-1-2468,2014,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,2915,GS1-1-BR-GS2290-8-2015-7283-1-2915,2015,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,2517,GS1-1-BR-GS2290-8-2016-7282-1-2517,2016,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,1402,GS1-1-BR-GS2290-8-2017-7281-1-1402,2017,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,2848,GS1-1-CO-GS1074-8-2015-7280-1-2848,2015,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,1398,GS1-1-CO-GS1074-8-2016-7279-1-1398,2016,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,5000,GS1-1-BR-GS1042-8-2015-7278-1-5000,2015,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,5000,GS1-1-BR-GS1042-8-2016-7277-1-5000,2016,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,5000,GS1-1-BR-GS1042-8-2017-7276-1-5000,2017,"Biomass, or Liquid Biofuel - Heat",VER
2019-01-09T00:00:00Z,9745,GS1-1-TR-GS683-12-2013-7275-1-9745,2013,Wind,VER
2019-01-09T00:00:00Z,31941,GS1-1-TR-GS683-12-2014-7274-1-31941,2014,Wind,VER
2019-01-09T00:00:00Z,40387,GS1-1-TR-GS683-12-2015-7273-1-40387,2015,Wind,VER
2019-01-09T00:00:00Z,42928,GS1-1-TR-GS683-12-2016-7272-1-42928,2016,Wind,VER
2019-01-09T00:00:00Z,8966,GS1-1-TR-GS683-12-2017-7271-1-8966,2017,Wind,VER
2019-01-08T00:00:00Z,27066,GS1-1-PE-GS4296-16-2016-7270-1-27066,2016,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,27133,GS1-1-PE-GS4296-16-2017-7269-1-27133,2017,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,942,GS1-1-PE-GS1365-16-2015-7268-1-942,2015,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,7342,GS1-1-PE-GS1365-16-2016-7267-1-7342,2016,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,6733,GS1-1-PE-GS1365-16-2017-7266-1-6733,2017,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,29935,GS1-1-PE-GS1049-16-2015-7265-1-29935,2015,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,241592,GS1-1-PE-GS1049-16-2016-7264-1-241592,2016,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,218336,GS1-1-PE-GS1049-16-2017-7263-1-218336,2017,Energy Efficiency - Domestic,VER
2019-01-08T00:00:00Z,26328,GS1-1-AU-GS3039-22-2017-7262-1-26328,2017,A/R,VER
2019-01-08T00:00:00Z,94487,GS1-1-IN-GS5698-12-2017-7261-1-94487,2017,Wind,VER
2019-01-08T00:00:00Z,13411,GS1-1-IN-GS5698-12-2018-7260-1-13411,2018,Wind,VER
2019-01-03T00:00:00Z,110,GS1-1-RW-GS5637-16-2015-7259-1-110,2015,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,5247,GS1-1-RW-GS5637-16-2016-7258-1-5247,2016,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,7165,GS1-1-RW-GS5637-16-2017-7257-1-7165,2017,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,114,GS1-1-RW-GS5636-16-2015-7256-1-114,2015,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,5224,GS1-1-RW-GS5636-16-2016-7255-1-5224,2016,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,7169,GS1-1-RW-GS5636-16-2017-7254-1-7169,2017,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,113,GS1-1-RW-GS5635-16-2015-7253-1-113,2015,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,5226,GS1-1-RW-GS5635-16-2016-7252-1-5226,2016,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,7177,GS1-1-RW-GS5635-16-2017-7251-1-7177,2017,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,109,GS1-1-RW-GS5634-16-2015-7250-1-109,2015,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,5218,GS1-1-RW-GS5634-16-2016-7249-1-5218,2016,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,7165,GS1-1-RW-GS5634-16-2017-7248-1-7165,2017,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,407,GS1-1-RW-GS4906-16-2015-7247-1-407,2015,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,5313,GS1-1-RW-GS4906-16-2016-7246-1-5313,2016,Energy Efficiency - Domestic,VER
2019-01-03T00:00:00Z,7165,GS1-1-RW-GS4906-16-2017-7245-1-7165,2017,Energy Efficiency - Domestic,VER
2019-01-01T00:00:00Z,4701,GS1-1-CN-GS2429-16-2016-7244-1-4701,2016,Energy Efficiency - Domestic,VER
2019-01-01T00:00:00Z,6986,GS1-1-CN-GS2429-16-2017-7243-1-6986,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,729,GS1-1-IN-GS5046-16-2015-7242-1-729,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,8707,GS1-1-IN-GS5046-16-2016-7241-1-8707,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,5096,GS1-1-IN-GS5046-16-2017-7240-1-5096,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,3159,GS1-1-IN-GS4291-16-2015-7239-1-3159,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,8775,GS1-1-IN-GS4291-16-2016-7238-1-8775,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,5274,GS1-1-IN-GS4291-16-2017-7237-1-5274,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,3307,GS1-1-IN-GS3367-16-2015-7236-1-3307,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,7890,GS1-1-IN-GS3367-16-2016-7235-1-7890,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,4583,GS1-1-IN-GS3367-16-2017-7234-1-4583,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,2886,GS1-1-IN-GS3366-16-2015-7233-1-2886,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,6885,GS1-1-IN-GS3366-16-2016-7232-1-6885,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,3999,GS1-1-IN-GS3366-16-2017-7231-1-3999,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,2989,GS1-1-IN-GS3365-16-2015-7230-1-2989,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,7131,GS1-1-IN-GS3365-16-2016-7229-1-7131,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,4142,GS1-1-IN-GS3365-16-2017-7228-1-4142,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,1930,GS1-1-IN-GS3364-16-2015-7227-1-1930,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,4603,GS1-1-IN-GS3364-16-2016-7226-1-4603,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,2133,GS1-1-IN-GS3364-16-2017-7225-1-2133,2017,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,354,GS1-1-IN-GS3363-16-2015-7224-1-354,2015,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,844,GS1-1-IN-GS3363-16-2016-7223-1-844,2016,Energy Efficiency - Domestic,VER
2018-12-21T00:00:00Z,103,GS1-1-IN-GS3363-16-2017-7222-1-103,2017,Energy Efficiency - Domestic,VER
2018-12-17T00:00:00Z,49151,GS1-1-TR-GS3409-12-2016-7218-1-49151,2016,Wind,VER
2018-12-17T00:00:00Z,79174,GS1-1-TR-GS3409-12-2017-7217-1-79174,2017,Wind,VER
2018-12-17T00:00:00Z,12063,GS1-1-TR-GS3410-12-2016-7216-1-12063,2016,Wind,VER
2018-12-17T00:00:00Z,29120,GS1-1-TR-GS3410-12-2017-7215-1-29120,2017,Wind,VER
2018-12-17T00:00:00Z,81118,GS1-1-TR-GS753-12-2013-7214-1-81118,2013,Wind,VER
2018-12-17T00:00:00Z,66580,GS1-1-TR-GS753-12-2014-7213-1-66580,2014,Wind,VER
2018-12-17T00:00:00Z,83853,GS1-1-TR-GS753-12-2015-7212-1-83853,2015,Wind,VER
2018-12-17T00:00:00Z,83272,GS1-1-TR-GS753-12-2016-7211-1-83272,2016,Wind,VER
2018-12-17T00:00:00Z,48055,GS1-1-TR-GS753-12-2017-7210-1-48055,2017,Wind,VER
2018-12-13T00:00:00Z,2811,GS1-1-HT-GS2564-16-2018-7208-1-2811,2018,Energy Efficiency - Domestic,VER
2018-12-13T00:00:00Z,7917,GS1-1-HT-GS2564-16-2017-7207-1-7917,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9267,GS1-1-BF-GS3524-16-2017-7206-1-9267,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9282,GS1-1-BF-GS3523-16-2017-7205-1-9282,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,6395,GS1-1-BF-GS3522-16-2017-7204-1-6395,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,8807,GS1-1-BF-GS3521-16-2017-7203-1-8807,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9330,GS1-1-BF-GS3520-16-2017-7202-1-9330,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9870,GS1-1-BF-GS3519-16-2017-7201-1-9870,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9885,GS1-1-BF-GS3518-16-2017-7200-1-9885,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9204,GS1-1-BF-GS3517-16-2017-7199-1-9204,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9568,GS1-1-BF-GS3516-16-2017-7198-1-9568,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,9894,GS1-1-BF-GS2456-16-2017-7197-1-9894,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,2521,GS1-1-UG-GS4553-16-2017-7196-1-2521,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,5808,GS1-1-UG-GS4553-16-2018-7195-1-5808,2018,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,2521,GS1-1-UG-GS3564-16-2017-7194-1-2521,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,5808,GS1-1-UG-GS3564-16-2018-7193-1-5808,2018,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,2904,GS1-1-UG-GS3563-16-2017-7192-1-2904,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,5808,GS1-1-UG-GS3563-16-2018-7191-1-5808,2018,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,2869,GS1-1-UG-GS3443-16-2017-7190-1-2869,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,5808,GS1-1-UG-GS3443-16-2018-7189-1-5808,2018,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,1213,GS1-1-ZA-GS988-16-2017-7188-1-1213,2017,Energy Efficiency - Domestic,VER
2018-12-12T00:00:00Z,77445,GS1-1-PH-GS2691-12-2017-7187-1-77445,2017,Wind,VER
2018-12-12T00:00:00Z,78267,GS1-1-PH-GS2691-12-2018-7186-1-78267,2018,Wind,VER
2018-12-12T00:00:00Z,1506,GS1-1-IN-GS1015-4-2016-7185-1-1506,2016,Biogas - Heat,VER
2018-12-12T00:00:00Z,12965,GS1-1-IN-GS1015-4-2017-7184-1-12965,2017,Biogas - Heat,VER
2018-12-11T00:00:00Z,3946,GS1-1-UG-GS2990-22-2008-7183-1-3946,2008,A/R,VER
2018-12-11T00:00:00Z,3681,GS1-1-UG-GS2990-22-2009-7182-1-3681,2009,A/R,VER
2018-12-11T00:00:00Z,6250,GS1-1-UG-GS2990-22-2011-7181-1-6250,2011,A/R,VER
2018-12-10T00:00:00Z,260968,GS1-1-KE-GS2898-16-2017-7180-1-260968,2017,Energy Efficiency - Domestic,VER
2018-12-07T00:00:00Z,5344,GS1-1-KE-GS824-16-2016-7179-1-5344,2016,Energy Efficiency - Domestic,VER
2018-12-07T00:00:00Z,21437,GS1-1-KE-GS824-16-2015-7178-1-21437,2015,Energy Efficiency - Domestic,VER
2018-12-07T00:00:00Z,12568,GS1-1-KE-GS824-16-2014-7177-1-12568,2014,Energy Efficiency - Domestic,VER
2018-12-05T00:00:00Z,2390,GS1-1-BR-GS2290-8-2012-7176-1-2390,2012,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,2185,GS1-1-BR-GS2290-8-2013-7175-1-2185,2013,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,1974,GS1-1-BR-GS2290-8-2014-7174-1-1974,2014,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,2332,GS1-1-BR-GS2290-8-2015-7173-1-2332,2015,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,2014,GS1-1-BR-GS2290-8-2016-7172-1-2014,2016,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,1121,GS1-1-BR-GS2290-8-2017-7171-1-1121,2017,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,7405,GS1-1-BR-GS2290-8-2012-7170-1-7405,2012,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,6769,GS1-1-BR-GS2290-8-2013-7169-1-6769,2013,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,6116,GS1-1-BR-GS2290-8-2014-7168-1-6116,2014,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,7225,GS1-1-BR-GS2290-8-2015-7167-1-7225,2015,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,6238,GS1-1-BR-GS2290-8-2016-7166-1-6238,2016,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-05T00:00:00Z,3474,GS1-1-BR-GS2290-8-2017-7165-1-3474,2017,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-04T00:00:00Z,9679,GS1-1-TR-GS2468-12-2016-7163-1-9679,2016,Wind,VER
2018-12-04T00:00:00Z,20388,GS1-1-TR-GS2468-12-2017-7162-1-20388,2017,Wind,VER
2018-12-04T00:00:00Z,8650,GS1-1-TR-GS2468-12-2018-7161-1-8650,2018,Wind,VER
2018-12-04T00:00:00Z,10000,GS1-1-CO-GS1074-8-2015-7160-1-10000,2015,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-04T00:00:00Z,10000,GS1-1-CO-GS1074-8-2016-7159-1-10000,2016,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-04T00:00:00Z,621,GS1-1-BR-GS1042-8-2014-7158-1-621,2014,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-04T00:00:00Z,7793,GS1-1-BR-GS1042-8-2015-7157-1-7793,2015,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-04T00:00:00Z,7793,GS1-1-BR-GS1042-8-2016-7156-1-7793,2016,"Biomass, or Liquid Biofuel - Heat",VER
2018-12-04T00:00:00Z,7793,GS1-1-BR-GS1042-8-2017-7155-1-7793,2017,"Biomass, or Liquid Biofuel - Heat",VER
2018-11-29T00:00:00Z,18339,GS1-1-TZ-GS850-16-2015-7146-1-18339,2015,Energy Efficiency - Domestic,VER
2018-11-29T00:00:00Z,21110,GS1-1-TZ-GS850-16-2016-7145-1-21110,2016,Energy Efficiency - Domestic,VER
2018-11-29T00:00:00Z,10000,GS1-1-CM-GS1064-16-2016-7144-1-10000,2016,Energy Efficiency - Domestic,VER
2018-11-29T00:00:00Z,10000,GS1-1-CM-GS1064-16-2017-7143-1-10000,2017,Energy Efficiency - Domestic,VER
2018-11-22T00:00:00Z,48152,GS1-1-SD-GS500-16-2017-7111-1-48152,2017,Energy Efficiency - Domestic,VER
2018-11-22T00:00:00Z,4780,GS1-1-ET-GS5325-16-2017-7110-1-4780,2017,Energy Efficiency - Domestic,VER
2018-11-22T00:00:00Z,5011,GS1-1-ET-GS5325-16-2018-7109-1-5011,2018,Energy Efficiency - Domestic,VER
2018-11-22T00:00:00Z,3920,GS1-1-ET-GS5326-16-2017-7108-1-3920,2017,Energy Efficiency - Domestic,VER
2018-11-22T00:00:00Z,5011,GS1-1-ET-GS5326-16-2018-7107-1-5011,2018,Energy Efficiency - Domestic,VER
2018-11-22T00:00:00Z,2731,GS1-1-IN-GS615-4-2016-7106-1-2731,2016,Biogas - Heat,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS4260-16-2017-7104-1-5000,2017,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS4260-16-2018-7103-1-5000,2018,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS2481-16-2017-7102-1-5000,2017,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS2481-16-2018-7101-1-5000,2018,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS2480-16-2017-7100-1-5000,2017,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS2480-16-2018-7099-1-5000,2018,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS2479-16-2017-7098-1-5000,2017,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5000,GS1-1-UG-GS2479-16-2018-7097-1-5000,2018,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,5041,GS1-1-UG-GS1359-16-2017-7096-1-5041,2017,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,4959,GS1-1-UG-GS1359-16-2018-7095-1-4959,2018,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,3623,GS1-1-SD-GS2896-16-2015-7094-1-3623,2015,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,4956,GS1-1-SD-GS2896-16-2016-7093-1-4956,2016,Energy Efficiency - Domestic,VER
2018-11-20T00:00:00Z,4102,GS1-1-SD-GS2896-16-2017-7092-1-4102,2017,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,1412,GS1-1-ZA-GS993-16-2017-7089-1-1412,2017,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,2890,GS1-1-RW-GS5783-16-2017-7088-1-2890,2017,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,3310,GS1-1-RW-GS5783-16-2018-7087-1-3310,2018,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,2018,GS1-1-RW-GS5434-16-2017-7086-1-2018,2017,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,2754,GS1-1-RW-GS5434-16-2018-7085-1-2754,2018,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,3360,GS1-1-RW-GS5782-16-2017-7084-1-3360,2017,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,3856,GS1-1-RW-GS5782-16-2018-7083-1-3856,2018,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,3589,GS1-1-RW-GS5781-16-2017-7082-1-3589,2017,Energy Efficiency - Domestic,VER
2018-11-14T00:00:00Z,3794,GS1-1-RW-GS5781-16-2018-7081-1-3794,2018,Energy Efficiency - Domestic,VER
2018-11-13T00:00:00Z,7781,GS1-1-ER-GS3262-16-2017-7077-1-7781,2017,Energy Efficiency - Domestic,VER
2018-11-13T00:00:00Z,2219,GS1-1-ER-GS3262-16-2018-7076-1-2219,2018,Energy Efficiency - Domestic,VER
2018-11-09T00:00:00Z,2332,GS1-1-ID-GS5303-4-2017-7075-1-2332,2017,Biogas - Heat,VER
2018-11-09T00:00:00Z,42590,GS1-1-ID-GS1174-4-2017-7074-1-42590,2017,Biogas - Heat,VER
2018-11-07T00:00:00Z,47659,GS1-1-TR-GS1364-12-2017-7073-1-47659,2017,Wind,VER
2018-11-07T00:00:00Z,19590,GS1-1-TR-GS1364-12-2018-7072-1-19590,2018,Wind,VER
2018-11-06T00:00:00Z,1302,GS1-1-IN-GS1059-1-2015-7070-1-1302,2015,Solar Thermal - Electricity,VER
2018-11-06T00:00:00Z,121,GS1-1-IN-GS1059-1-2016-7069-1-121,2016,Solar Thermal - Electricity,VER
2018-11-06T00:00:00Z,5896,GS1-1-HN-GS1332-16-2017-7068-1-5896,2017,Energy Efficiency - Domestic,VER
2018-11-06T00:00:00Z,4104,GS1-1-HN-GS1332-16-2018-7067-1-4104,2018,Energy Efficiency - Domestic,VER
2018-11-02T00:00:00Z,27886,GS1-1-PA-GS2940-22-2015-7065-1-27886,2015,A/R,VER
2018-11-02T00:00:00Z,25395,GS1-1-PA-GS2940-22-2014-7064-1-25395,2014,A/R,VER
2018-11-02T00:00:00Z,24339,GS1-1-PA-GS2940-22-2013-7063-1-24339,2013,A/R,VER
2018-11-02T00:00:00Z,21643,GS1-1-PA-GS2940-22-2012-7062-1-21643,2012,A/R,VER
2018-11-02T00:00:00Z,18551,GS1-1-PA-GS2940-22-2011-7061-1-18551,2011,A/R,VER
2018-11-02T00:00:00Z,9397,GS1-1-PA-GS2940-22-2010-7060-1-9397,2010,A/R,VER
2018-10-30T00:00:00Z,50001,GS1-1-CN-GS7049-4-2014-7059-1-50001,2014,Biogas - Heat,VER
2018-10-30T00:00:00Z,16983,GS1-1-CN-GS7049-4-2013-7058-1-16983,2013,Biogas - Heat,VER
2018-10-30T00:00:00Z,33519,GS1-1-CN-GS7049-4-2014-7057-1-33519,2014,Biogas - Heat,VER
2018-10-25T00:00:00Z,2035,GS1-1-IN-GS615-4-2017-7048-1-2035,2017,Biogas - Heat,VER
2018-10-25T00:00:00Z,1696,GS1-1-IN-GS615-4-2018-7047-1-1696,2018,Biogas - Heat,VER
2018-10-18T00:00:00Z,26348,GS1-1-XZ-GS2767-17-2015-7046-1-26348,2015,Energy Efficiency - Transport Sector,VER
2018-10-18T00:00:00Z,17916,GS1-1-XZ-GS2767-17-2016-7045-1-17916,2016,Energy Efficiency - Transport Sector,VER
2018-10-22T00:00:00Z,59296,GS1-1-CN-GS750-15-2017-7044-1-59296,2017,Energy Efficiency - Industrial,VER
2018-10-22T00:00:00Z,24726,GS1-1-CN-GS750-15-2018-7043-1-24726,2018,Energy Efficiency - Industrial,VER
2018-10-22T00:00:00Z,78822,GS1-1-TR-GS5229-12-2017-7042-1-78822,2017,Wind,VER
2018-10-22T00:00:00Z,38331,GS1-1-TR-GS5229-12-2018-7041-1-38331,2018,Wind,VER
2018-10-18T00:00:00Z,1234,GS1-1-MW-GS5441-16-2016-7038-1-1234,2016,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,5000,GS1-1-MW-GS5441-16-2017-7037-1-5000,2017,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,1356,GS1-1-MW-GS5440-16-2016-7036-1-1356,2016,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,5000,GS1-1-MW-GS5440-16-2017-7035-1-5000,2017,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,1644,GS1-1-MW-GS5439-16-2016-7034-1-1644,2016,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,5000,GS1-1-MW-GS5439-16-2017-7033-1-5000,2017,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,2521,GS1-1-MW-GS5438-16-2016-7032-1-2521,2016,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,5000,GS1-1-MW-GS5438-16-2017-7031-1-5000,2017,Energy Efficiency - Domestic,VER
2018-10-18T00:00:00Z,2726,GS1-1-MW-GS5437-16-2016-7030-1-2726,2016,Energy Efficiency - Domestic,VER
